Campaign ID,Date,Campaign name,Campaign status,Campaign entity status,Campaign Objective,Spend in account currency,Impressions,Click-through conversions (Page visit),Engagement conversions (Page visit),View-through conversions (Page visit),Click-through conversions (Signup),Engagement conversions (Signup),View-through conversions (Signup),Click-through conversions (Checkout),Engagement conversions (Checkout),View-through conversions (Checkout),Click-through conversions (Custom),Engagement conversions (Custom),View-through conversions (Custom),Click-through value (Page visit),Engagement value (Page visit),View-through value (Page visit),Click-through value (Signup),Engagement value (Signup),View-through value (Signup),Click-through order value (Checkout),Engagement order value (Checkout),View-through order value (Checkout),Click-through value (Custom),Engagement value (Custom),View-through value (Custom),Reach,Frequency,CPM,Gross impressions,Gross Pin clicks,Cost per result,Result,Engagements,Engagement rate,CPE,Pin clicks,CTR,CPC,Saves,Outbound clicks,Conversions,CPV,CPCV (100%),CPCV (95%),Video views,Total 3-Second Video Views,Total video played at 25%,Total video played at 50%,Total video played at 75%,Total video played at 95%,Total video played at 100%,Total video starts,Total save rate,Paid impressions,Paid engagements,Engagement rate,Paid Pin clicks,Paid CTR,Paid saves,Paid outbound clicks,Paid save rate,Paid video views,3-Second Video Views,Paid video played at 25%,Paid video played at 50%,Paid video played at 75%,Paid video played at 95%,Paid video played at 100%,Paid video starts,Paid average video play time,Earned impressions,Earned engagements,Earned Pin clicks,Earned CTR,Earned saves,Earned outbound clicks,Earned save rate,Earned video views,Earned 3-Second Video Views,Earned video played at 25%,Earned video played at 50%,Earned video played at 75%,Earned video played at 95%,Earned video played at 100%,Earned video starts,Earned average video play time
C626744385053,2021-09-13,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,[0.0],[1],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,2,4.471
C626744385053,2021-09-14,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0,0,0,[0.0],[1],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1.6486666666666665
C626744385053,2021-09-15,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,0,[0.0],[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.239
C626744385053,2021-09-18,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,0,0,0,[0.0],[0],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.787
C626744385053,2021-09-19,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,0,0,0,[0.0],[1],3,0.375,0,3,0.375,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0.375,1,1,0.125,1,1,1,1,1,1,1,1,38.247
C626744385053,2021-09-20,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,[0.0],[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.877
C626744385053,2021-09-21,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0,0,0,[0.0],[2],0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,2,1,1,1,1,3,7.106000000000001
C626744385053,2021-09-22,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6666666666666667,0,0,0,[0.0],[1],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,1,0,0,0,0,1,7.542
C626744385053,2021-09-23,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.0],[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.182
C626744385053,2021-09-24,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0,0,0,[0.0],[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C626744385053,2021-09-25,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,[0.0],[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C626744385053,2021-09-27,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,[0.0],[1],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2.78
C626744385053,2021-09-28,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,0,[0.0],[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.813
C626744385053,2021-09-29,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,[0.0],[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C626744385053,2021-09-30,2021-07-30 Visualizações do vídeo - Transição Rappi,PAUSED,PAUSED,Video,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,[0.0],[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.273
C626744541880,2021-09-01,Tráfego - Principales,PAUSED,PAUSED,Traffic,266.11,59584,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57204,1.0415977567595045,4.466380708615162,60305,397,[0.6840910771208226],[389],507,0.008508995703544575,0.5248746134122287,389,0.00652859828141783,0.6840910771208226,6,93,89,0.008017577927751499,0.029041954490887263,0.028258620473611554,33191,27733,29720,18251,12327,9417,9163,59518,1.0069817400644469E-4,59581,507,0.008509424145281214,389,0.00652892700693174,6,93,1.007032443228546E-4,33190,27733,29719,18251,12327,9417,9163,59517,3.7706987079321874,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2.834
C626744541880,2021-09-02,Tráfego - Principales,PAUSED,PAUSED,Traffic,350.00,91243,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87572,1.0419187389330755,3.836751696392357,92422,779,[0.4563233376792699],[767],929,0.010181602972282806,0.3767491926803014,767,0.00840612430542617,0.4563233376792699,15,162,102,0.006413545407901488,0.020735825582084245,0.020233553011908892,54572,46606,49644,32082,22148,17298,16879,92008,1.6439617285709588E-4,91223,929,0.010183835216995714,767,0.00840796728895125,15,162,1.6443221555967246E-4,54565,46600,49638,32078,22146,17296,16877,92001,4.077975945913631,20,0,0,0,0,0,0,7,6,6,4,2,2,2,7,13.447000000000001
C626744541880,2021-09-03,Tráfego - Principales,PAUSED,PAUSED,Traffic,310.00,85522,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81320,1.0516631408253068,3.6251374044016185,86686,692,[0.45454545454545453],[682],836,0.009775262505554126,0.3708133971291866,682,0.007974556254530998,0.45454545454545453,8,164,136,0.0059780931811169395,0.019527559055118108,0.019040599471776918,51856,44424,47161,30399,20998,16281,15875,86847,9.354318187133136E-5,85514,836,0.009776177000257269,682,0.00797530228968356,8,164,9.355193301681596E-5,51854,44422,47159,30397,20996,16280,15874,86844,4.103152434249919,8,0,0,0,0,0,0,2,2,2,2,2,1,1,3,8.251333333333333
C626744541880,2021-09-04,Tráfego - Principales,PAUSED,PAUSED,Traffic,310.00,78382,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74316,1.0547083111272189,3.955544780594863,79573,674,[0.4668674698795181],[664],807,0.010295731162766962,0.38413878562577447,664,0.008471332703937129,0.4668674698795181,6,148,90,0.00647127588510354,0.020893711666779,0.020408163265306124,47904,41179,43672,28205,19484,15190,14837,80331,7.654818708376924E-5,78371,807,0.010297176251419531,664,0.008472521723596738,6,148,7.655893123731993E-5,47901,41177,43671,28204,19483,15189,14836,80326,4.084369307571645,11,0,0,0,0,0,0,3,2,1,1,1,1,1,5,6.6562
C626744541880,2021-09-05,Tráfego - Principales,PAUSED,PAUSED,Traffic,333.00,82986,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78286,1.0600338923066035,4.013208638642499,84210,718,[0.46967559943582515],[709],794,0.009567878919335792,0.4193954659949622,709,0.008543609765502615,0.46967559943582515,9,123,69,0.006429440271851408,0.02054921320580068,0.02004092441020703,51793,44602,47214,30754,21190,16616,16205,85023,1.0845202805292459E-4,82976,794,0.009569032009255688,709,0.008544639413806402,9,123,1.0846509834168916E-4,51791,44600,47212,30752,21189,16615,16204,85016,4.196650559894608,10,0,0,0,0,0,0,2,2,2,2,1,1,1,7,3.832142857142857
C626744541880,2021-09-06,Tráfego - Principales,PAUSED,PAUSED,Traffic,333.00,90868,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86197,1.0541837333105188,3.665785997357992,92218,730,[0.46769662921348315],[712],857,0.009431262930844743,0.3885647607934656,712,0.007835541664832505,0.46769662921348315,14,149,118,0.005884015973424745,0.01886471787899388,0.018407960199004973,56594,48544,51397,33680,23261,18090,17652,93085,1.5406963947704362E-4,90840,857,0.009434169969176575,712,0.007837956847203875,14,149,1.5411712901805373E-4,56588,48541,51393,33679,23260,18090,17652,93071,4.179508310859451,28,0,0,0,0,0,0,6,3,4,1,1,0,0,14,2.1653571428571428
C626744541880,2021-09-07,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,162607,7,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152383,1.0670890698390432,4.103580019810386,164790,1411,[0.48124098124098125],[1386],1698,0.010442354880171211,0.3928150765606596,1386,0.008523618294415369,0.48124098124098125,14,308,197,0.006856214793799597,0.02156273235702971,0.021041673238903436,97284,84113,89016,58333,40260,31699,30933,168929,8.609715448904414E-5,162541,1698,0.01044659501295058,1386,0.00852707932152503,14,308,8.613211435883869E-5,97268,84104,89005,58326,40257,31696,30930,168887,3.9951759993368348,66,0,0,0,0,0,0,16,9,11,7,3,3,3,42,2.7624285714285715
C626744541880,2021-09-08,Tráfego - Principales,PAUSED,PAUSED,Traffic,666.22,156315,6,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141618,1.103776241287081,4.263773500499194,158719,1416,[0.4799878508645533],[1388],1740,0.011131369350350254,0.3828868603448276,1388,0.008879506125451813,0.4799878508645533,21,360,114,0.00702070875924716,0.02493256753115527,0.024231582781697823,94894,81762,80840,52041,35392,27494,26721,161535,1.3434411284905478E-4,156252,1740,0.011135857461024499,1388,0.008883086296495405,21,360,1.343982797020198E-4,94875,81746,80827,52031,35385,27487,26714,161498,4.237973405243409,63,0,0,0,0,0,0,19,16,13,10,7,7,7,37,5.786081081081082
C626744541880,2021-09-09,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,163232,2,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140469,1.162048180349408,4.089891774228163,165904,1413,[0.48615160349854225],[1372],1703,0.010433003332679866,0.39166177334116264,1372,0.008405214663791414,0.48615160349854225,21,352,179,0.006619756051568595,0.02386916690523905,0.02318064919719191,100759,87244,84518,54246,37052,28774,27944,168450,1.286512448539502E-4,163085,1703,0.010442407333599043,1372,0.008412790875923597,21,352,1.2876720728454487E-4,100721,87212,84497,54237,37047,28770,27940,168371,4.415050899501696,147,0,0,0,0,0,0,38,32,21,9,5,4,4,79,3.722113924050633
C626744541880,2021-09-10,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,143547,6,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124985,1.148510118723578,4.665836562810415,145515,1413,[0.4857975236707939],[1373],1683,0.011724382954711697,0.39631610219845514,1373,0.009564811525145074,0.4857975236707939,23,353,144,0.008080049425189887,0.027291325695581015,0.026600199401794616,82549,71593,71608,46844,32356,25075,24440,136414,1.6022626735494297E-4,142954,1679,0.011745036865005526,1372,0.009597492899813926,22,352,1.53895658743372E-4,82426,71500,71542,46809,32333,25058,24423,136185,4.349703190512906,593,4,1,0.0016863406408094434,1,1,0.0016863406408094434,123,93,66,35,23,17,17,229,5.40367248908297
C626744541880,2021-09-11,Tráfego - Principales,PAUSED,PAUSED,Traffic,664.23,112566,8,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95912,1.1736277185711017,5.926199359409015,114336,1489,[0.45683090027510315],[1454],1807,0.016052804576870458,0.3675883392363033,1454,0.012916866549402129,0.45683090027510315,23,450,129,0.017262198315964553,0.06296039137440758,0.061202628674099334,38479,33190,31675,20527,14070,10853,10550,64266,2.0432457402768154E-4,112084,1803,0.016086149673459192,1450,0.01293672602690839,23,450,2.0520324042682273E-4,38431,33155,31645,20517,14065,10849,10546,64156,4.38236439304196,482,4,4,0.008298755186721992,0,0,0,48,35,30,10,5,4,4,110,3.668681818181818
C626744541880,2021-09-12,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,114155,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95722,1.1925563573525395,5.885415287961811,115752,1526,[0.453125],[1472],1810,0.015855634882396743,0.36850828729281765,1472,0.01289474836844641,0.453125,16,455,181,0.02064056939501779,0.07704747603095762,0.07490174059517125,32315,27781,26254,16782,11493,8905,8657,53322,1.4016030835267837E-4,113331,1806,0.015935622203986553,1468,0.012953207860161827,16,455,1.4117937722247224E-4,32252,27736,26224,16770,11487,8900,8652,53175,4.455702773859897,824,4,4,0.0048543689320388345,0,0,0,63,45,30,12,6,5,5,147,3.5072857142857146
C626744541880,2021-09-13,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,121756,29,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103879,1.1720832163059358,5.5346726079344135,123045,1548,[0.44555778223112896],[1497],1900,0.015604980452708696,0.35105263157894734,1497,0.012295081967213115,0.44555778223112896,33,483,187,0.01936195535429185,0.0780756174645909,0.07582992269213279,34449,29271,26756,16755,11322,8796,8543,58555,2.7103387102073E-4,120513,1887,0.015658061785865426,1489,0.012355513513064981,28,483,2.3234007949349863E-4,34403,29235,26733,16743,11314,8791,8538,58430,4.359221427348964,1243,13,8,0.006436041834271922,5,0,0.004022526146419952,46,36,23,12,8,5,5,125,2.973928
C626744541880,2021-09-14,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,142662,18,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122154,1.167877186717521,4.710252390435434,144205,1551,[0.4396835860250494],[1517],1905,0.01335324052655928,0.3501312335958005,1517,0.010633525395690513,0.4396835860250494,32,462,181,0.015071062204848952,0.06886938564790913,0.06680020030045067,44257,37506,32603,19690,13233,9985,9685,78328,2.2430640254587767E-4,141606,1900,0.013417510557462254,1512,0.010677513664675226,32,462,2.2597912517831166E-4,44192,37464,32577,19680,13226,9979,9679,78176,4.244692015452313,1056,5,5,0.004734848484848485,0,0,0,65,42,26,10,7,6,6,152,3.468105263157895
C626744541880,2021-09-15,Tráfego - Principales,PAUSED,PAUSED,Traffic,666.79,138129,4,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120084,1.15026609733823,4.892392510198691,138838,1518,[0.4493220754716981],[1484],1872,0.013552548704471907,0.35619335470085467,1484,0.010743580276408284,0.4493220754716981,42,475,190,0.017247645111226072,0.07891052781065089,0.07626603682946358,38660,32852,28966,17430,11511,8743,8450,67420,3.0406359272853637E-4,136292,1862,0.013661843688551053,1478,0.010844363572329997,37,474,2.714759486983829E-4,38590,32804,28928,17414,11502,8735,8443,67260,4.233224100505501,1837,10,6,0.00326619488296135,5,1,0.0027218290691344584,70,48,38,16,9,8,7,160,2.9998562499999997
C626744541880,2021-09-16,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,138997,10,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122078,1.138588979275852,4.915978773584905,138321,1513,[0.4476510067114094],[1490],1882,0.013539860572530342,0.35441020191285866,1490,0.010719655819909782,0.4476510067114094,44,468,228,0.017325575354563874,0.07493540051679587,0.07269754768392371,38498,32514,29494,18056,11971,9175,8901,68865,3.165535946818996E-4,135680,1858,0.013693985849056603,1468,0.010819575471698113,43,467,3.1692216981132074E-4,38439,32469,29457,18036,11960,9167,8893,68728,4.063353262134792,3317,24,22,0.006632499246306904,1,1,3.0147723846849563E-4,59,45,37,20,11,8,8,137,3.3545547445255477
C626744541880,2021-09-17,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,135712,9,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118462,1.1456093330948156,4.989079376477276,136298,1508,[0.4473507712944333],[1491],1871,0.013786547983966045,0.35649385355424906,1491,0.010986500825277057,0.4473507712944333,29,488,237,0.018893578449423562,0.08283656234475906,0.08025508362411263,35303,29622,26663,16245,10840,8311,8052,63696,2.1368780947889649E-4,133692,1858,0.013897615414534902,1477,0.01104778146785148,28,486,2.0943661550429344E-4,35259,29586,26637,16229,10829,8304,8045,63599,4.029615041116998,2020,13,14,0.006930693069306931,1,2,4.950495049504951E-4,44,36,26,16,11,7,7,97,3.5530206185567006
C626744541880,2021-09-18,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,116840,11,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101251,1.1539587956258084,5.7204607243629875,118884,1525,[0.450371370695476],[1481],1811,0.015499828825744608,0.36830480397570403,1481,0.012675453611776789,0.450371370695476,28,482,150,0.022739669984999315,0.09595741619910805,0.0926646290636288,29332,24683,22327,13911,9326,7198,6951,52627,2.3964395754878467E-4,116599,1808,0.01550613641626429,1478,0.012675923464180653,28,482,2.4013928078285405E-4,29305,24662,22310,13901,9318,7192,6945,52544,4.0607104331607795,241,3,3,0.012448132780082987,0,0,0,27,21,17,10,8,6,6,83,3.3228192771084335
C626744541880,2021-09-19,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,117563,6,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102485,1.1471191554353506,5.68399703443633,119703,1557,[0.4368041912246235],[1527],1913,0.016272126434337335,0.34866701515943543,1527,0.012988780483655572,0.4368041912246235,29,512,253,0.01961187885915907,0.07912218268090154,0.07712765957446809,34010,28817,26787,16762,11246,8648,8430,61405,2.4667625018075413E-4,117347,1912,0.016293556716405193,1526,0.013004167128260628,29,512,2.471303058450578E-4,33986,28800,26770,16753,11241,8644,8426,61367,3.995918734824906,216,1,1,0.004629629629629629,0,0,0,24,17,17,9,5,4,4,38,4.483315789473685
C626744541880,2021-09-20,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,131865,3,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115186,1.1447955165456436,5.066002339323419,133942,1599,[0.4267434420985285],[1563],1938,0.014696849050164941,0.3441692466460268,1563,0.01185303150949835,0.4267434420985285,22,492,241,0.019864788396819252,0.0840791629900416,0.08195109964369088,33577,28274,26143,16126,10689,8139,7933,61919,1.6683729571910667E-4,131662,1933,0.014681533016360073,1560,0.011848521213410096,21,490,1.5949932402667437E-4,33557,28257,26125,16112,10681,8136,7930,61877,3.92241551788225,203,5,3,0.014778325123152709,1,2,0.0049261083743842365,20,17,18,14,8,3,3,42,11.758309523809524
C626744541880,2021-09-21,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,129869,17,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109781,1.1829732334981558,5.1466446500358805,131728,1661,[0.41249226963512675],[1617],2108,0.01623174121614858,0.3164136622390892,1617,0.012451008323772416,0.41249226963512675,38,578,109,0.02196824978591661,0.09529932847549649,0.09251040221914009,30362,25636,22463,13741,9336,7210,6999,57133,2.9260254564214707E-4,129599,2106,0.01625012538676996,1616,0.012469232015679134,38,578,2.9321213898255387E-4,30344,25622,22450,13735,9335,7209,6998,57087,3.936356263247324,270,2,1,0.003703703703703704,0,0,0,18,14,13,6,1,1,1,46,2.3467826086956523
C626744541880,2021-09-22,Tráfego - Principales,PAUSED,PAUSED,Traffic,667.00,116759,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94664,1.233403211633782,5.733047970225969,118218,1912,[0.3527234267583289],[1891],2462,0.02108616894629108,0.27091795288383425,1891,0.01619575364639985,0.3527234267583289,23,757,77,0.028368492684586594,0.1290135396518375,0.12565938206480784,23512,19583,17123,10419,6995,5308,5170,44010,1.969869560376502E-4,116343,2447,0.021032636256586128,1870,0.016073162974996346,22,750,1.8909603499995701E-4,23485,19563,17101,10407,6985,5300,5162,43931,3.8817767180351006,416,15,21,0.05048076923076923,1,7,0.002403846153846154,27,20,22,12,10,8,8,79,3.0885569620253164
C626744541880,2021-09-23,Tráfego - Principales,PAUSED,PAUSED,Traffic,870.36,170187,17,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133140,1.2782547303067404,5.124232308127075,172592,2367,[0.3733852878592879],[2331],3007,0.017668799614541653,0.28944499700698373,2331,0.013696698337710872,0.3733852878592879,37,903,128,0.029584999694075256,0.13046936081546995,0.1267270101921957,29419,24683,22056,13459,9003,6868,6671,53592,2.1740791012239477E-4,169852,3003,0.01768009796764242,2327,0.013700162494406896,37,903,2.1783670489602713E-4,29391,24665,22033,13442,8994,6863,6666,53524,3.9564761975936027,335,4,4,0.011940298507462687,0,0,0,28,18,23,17,9,5,5,68,3.219470588235294
C626744541880,2021-09-24,Tráfego - Principales,PAUSED,PAUSED,Traffic,873.00,183315,11,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144599,1.2677393488870912,4.7729434791641605,186142,2312,[0.388],[2250],2898,0.01580885361263399,0.3012422360248447,2250,0.012273954668194092,0.388,44,846,148,0.0320178977481112,0.1406023514253503,0.13659834141761854,27266,22793,20363,12399,8340,6391,6209,49648,2.4002400240024003E-4,182906,2892,0.015811400391457908,2244,0.012268596984243273,44,846,2.4056072518124065E-4,27239,22776,20345,12393,8336,6389,6207,49575,3.9149004942007064,409,6,6,0.014669926650366748,0,0,0,27,17,18,6,4,2,2,73,2.7143287671232876
C626744541880,2021-09-25,Tráfego - Principales,PAUSED,PAUSED,Traffic,873.00,183803,7,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144680,1.2704028602311912,4.75853046985719,186588,2168,[0.4114043355325165],[2122],2686,0.014613472032556595,0.3250186150409531,2122,0.011544969342176135,0.4114043355325165,21,757,104,0.028217725774128902,0.13899060659130713,0.13530688158710477,30938,25412,21317,12662,8377,6452,6281,62551,1.1425275974820868E-4,183460,2685,0.014635342854028127,2121,0.011561103237763,21,757,1.1446636869072278E-4,30896,25382,21285,12646,8370,6445,6274,62455,3.6034206068369223,343,1,1,0.0029154518950437317,0,0,0,42,30,32,16,7,7,7,96,3.288895833333333
C626744541880,2021-09-26,Tráfego - Principales,PAUSED,PAUSED,Traffic,873.00,158099,14,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126355,1.251227221402508,5.5327401323294545,160681,2077,[0.4296259842519685],[2032],2597,0.016426416359369762,0.33615710435117446,2032,0.01285270621572559,0.4296259842519685,37,704,109,0.02923839506999799,0.12416441473474613,0.1207802988378528,29858,25000,22087,13715,9356,7228,7031,54086,2.3403057577846793E-4,157788,2596,0.016452455193043832,2031,0.01287170127005856,37,704,2.3449184982381424E-4,29817,24970,22058,13702,9346,7221,7025,53983,4.010793898079025,311,1,1,0.003215434083601286,0,0,0,41,30,29,13,10,7,6,103,2.781485436893204
