Dia
1 de Março de 2021 - 31 de Outubro de 2021
Campanha,Dia,Código da moeda,Impr.,Cliques,CPM médio,CPC médio,CTR,Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,Custo
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-27,BRL,2.091,211,"59,91","0,59","10,09%","106,00",0,"1,18","50,24%","125,28"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-17,BRL,2.464,214,"72,58","0,84","8,69%","78,00",0,"2,29","36,45%","178,83"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-23,BRL,2.081,208,"51,89","0,52","10,00%","76,89",0,"1,40","36,97%","107,98"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-09,BRL,3.187,259,"61,24","0,75","8,13%","80,74",0,"2,42","31,17%","195,16"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-21,BRL,1.431,138,"235,04","2,44","9,64%","48,00",0,"7,01","34,78%","336,34"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-28,BRL,874,83,"378,22","3,98","9,50%","29,00",0,"11,40","34,94%","330,56"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-28,BRL,1.202,89,"52,15","0,70","7,40%","38,00",0,"1,65","42,70%","62,69"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-30,BRL,1.268,80,"52,72","0,84","6,31%","25,00",0,"2,67","31,25%","66,85"
rac_trueview_for_reach_semana_gelato,2021-09-26,BRL,318.398,680,"6,54","3,06","0,21%","22,00",1,"94,58","0,02%","2080,77"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-11,BRL,3.458,241,"97,16","1,39","6,97%","61,09",0,"5,50","25,35%","335,98"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-25,BRL,156,13,"179,94","2,16","8,33%","0,00",0, --,"0,00%","28,07"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-09,BRL,3.396,289,"96,68","1,14","8,51%","69,00",0,"4,76","23,88%","328,34"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-27,BRL,970,60,"88,92","1,44","6,19%","13,00",0,"6,63","21,67%","86,25"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-28,BRL,1.452,124,"131,51","1,54","8,54%","20,31",0,"9,40","16,38%","190,95"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-31,BRL,2.199,197,"181,91","2,03","8,96%","28,00",0,"14,29","14,21%","400,02"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-18,BRL,2.404,226,"73,23","0,78","9,40%","90,72",0,"1,94","40,14%","176,05"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-05,BRL,4.797,503,"60,26","0,57","10,49%","234,00",0,"1,24","46,52%","289,07"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-13,BRL,2.503,202,"38,97","0,48","8,07%","87,00",0,"1,12","43,07%","97,55"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-26,BRL,4.172,385,"56,79","0,62","9,23%","169,27",0,"1,40","43,97%","236,94"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-27,BRL,891,86,"336,61","3,49","9,65%","54,00",0,"5,55","62,79%","299,92"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-09,BRL,1.504,126,"210,71","2,52","8,38%","27,00",0,"11,74","21,43%","316,91"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-10,BRL,1.388,138,"362,49","3,65","9,94%","33,00",0,"15,25","23,91%","503,13"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-17,BRL,4.094,312,"109,45","1,44","7,62%","94,52",0,"4,74","30,29%","448,07"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-13,BRL,2.799,208,"81,26","1,09","7,43%","52,00",0,"4,37","25,00%","227,44"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-04,BRL,1.485,113,"66,79","0,88","7,61%","46,00",0,"2,16","40,71%","99,18"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-16,BRL,2.004,181,"81,63","0,90","9,03%","74,00",0,"2,21","40,88%","163,58"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-19,BRL,2.288,231,"72,67","0,72","10,10%","100,41",0,"1,66","43,47%","166,26"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-22,BRL,3.938,371,"53,23","0,56","9,42%","154,00",0,"1,36","41,51%","209,61"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-01,BRL,2.604,228,"87,17","1,00","8,76%","83,22",0,"2,73","36,50%","226,98"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-10,BRL,1.646,203,"304,42","2,47","12,33%","74,01",0,"6,77","36,46%","501,08"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-05-24,BRL,561,81,"152,05","1,05","14,44%","28,00",0,"3,05","34,57%","85,30"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-05-25,BRL,597,72,"144,24","1,20","12,06%","21,00",0,"4,10","29,17%","86,11"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-20,BRL,2.467,332,"350,30","2,60","13,46%","102,00",0,"8,47","30,72%","864,19"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-22,BRL,4.174,299,"112,93","1,58","7,16%","83,50",0,"5,65","27,93%","471,36"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-11,BRL,2.330,229,"47,76","0,49","9,83%","64,10",0,"1,74","27,99%","111,29"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-29,BRL,3.559,236,"46,92","0,71","6,63%","70,00",0,"2,39","29,66%","167,00"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-21,BRL,3.231,227,"129,64","1,85","7,03%","22,50",0,"18,62","9,91%","418,88"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-31,BRL,1.726,144,"78,02","0,94","8,34%","51,00",0,"2,64","35,42%","134,67"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-15,BRL,3.554,370,"68,47","0,66","10,41%","174,00",0,"1,40","47,03%","243,34"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-30,BRL,2.184,198,"61,23","0,68","9,07%","69,00",0,"1,94","34,85%","133,72"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-05-27,BRL,538,77,"177,86","1,24","14,31%","37,00",0,"2,59","48,05%","95,69"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-12,BRL,5.921,699,"170,36","1,44","11,81%","279,16",0,"3,61","39,94%","1008,72"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-24,BRL,1.422,153,"149,05","1,39","10,76%","72,00",0,"2,94","47,06%","211,95"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-28,BRL,2.768,606,"155,23","0,71","21,89%","258,48",0,"1,66","42,65%","429,68"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-06,BRL,1.782,422,"116,07","0,49","23,68%","185,78",0,"1,11","44,02%","206,84"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-15,BRL,3.100,645,"255,31","1,23","20,81%","310,12",0,"2,55","48,08%","791,46"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-19,BRL,1.872,338,"181,63","1,01","18,06%","163,23",0,"2,08","48,29%","340,01"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-12,BRL,2.293,410,"175,32","0,98","17,88%","202,05",0,"1,99","49,28%","402,01"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-30,BRL,2.743,536,"158,23","0,81","19,54%","196,00",0,"2,21","36,57%","434,03"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-10,BRL,1.309,293,"39,71","0,18","22,38%","184,00",0,"0,28","62,80%","51,98"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-05-16,BRL,2.711,486,"80,60","0,45","17,93%","287,40",0,"0,76","59,14%","218,50"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-03-23,BRL,966,244,"56,14","0,22","25,26%","149,00",0,"0,36","61,07%","54,23"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-01,BRL,2.791,355,"141,97","1,12","12,72%","150,62",0,"2,63","42,43%","396,24"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-01,BRL,1.285,219,"242,70","1,42","17,04%","103,77",0,"3,01","47,38%","311,87"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-11,BRL,3.669,723,"110,17","0,56","19,71%","336,00",0,"1,20","46,47%","404,20"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-15,BRL,2.329,459,"115,50","0,59","19,71%","245,00",0,"1,10","53,38%","269,00"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-28,BRL,2.466,522,"203,93","0,96","21,17%","214,40",0,"2,35","41,07%","502,90"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-23,BRL,3.444,861,"102,91","0,41","25,00%","350,29",0,"1,01","40,68%","354,43"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-27,BRL,3.280,683,"125,29","0,60","20,82%","287,43",0,"1,43","42,08%","410,94"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-05-17,BRL,1.087,192,"39,35","0,22","17,66%","97,00",0,"0,44","50,52%","42,77"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-03-03,BRL,476,111,"41,89","0,18","23,32%","29,00",0,"0,69","26,13%","19,94"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-03-22,BRL,1.132,221,"34,16","0,17","19,52%","160,00",0,"0,24","72,40%","38,67"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-19,BRL,4.337,562,"131,13","1,01","12,96%","234,39",0,"2,43","41,71%","568,71"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-28,BRL,1.791,347,"113,80","0,59","19,37%","165,00",0,"1,24","47,55%","203,82"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-26,BRL,2.455,496,"219,74","1,09","20,20%","188,00",0,"2,87","37,90%","539,45"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-14,BRL,3.676,816,"193,06","0,87","22,20%","450,26",0,"1,58","55,18%","709,68"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-18,BRL,3.177,782,"203,93","0,83","24,61%","277,82",0,"2,33","35,53%","647,88"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-24,BRL,1.775,331,"25,80","0,14","18,65%","245,50",0,"0,19","74,17%","45,79"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-16,BRL,2.390,445,"99,29","0,53","18,62%","184,00",0,"1,29","41,35%","237,31"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-21,BRL,1.772,327,"151,99","0,82","18,45%","163,00",0,"1,65","49,85%","269,32"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-25,BRL,3.066,653,"129,04","0,61","21,30%","276,26",0,"1,43","42,31%","395,65"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-06,BRL,2.631,524,"191,78","0,96","19,92%","332,48",0,"1,52","63,45%","504,58"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-25,BRL,4.546,1.004,"144,42","0,65","22,09%","330,67",0,"1,99","32,93%","656,54"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-05-10,BRL,997,192,"57,00","0,30","19,26%","132,50",0,"0,43","69,01%","56,83"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-05-24,BRL,1.268,227,"52,80","0,29","17,90%","92,66",0,"0,72","40,82%","66,95"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-03-07,BRL,947,247,"4,21","0,02","26,08%","120,00",0,"0,03","48,58%","3,99"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-03-15,BRL,886,186,"67,31","0,32","20,99%","97,00",0,"0,61","52,15%","59,64"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-29,BRL,1.317,171,"187,59","1,44","12,98%","65,00",0,"3,80","38,01%","247,05"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-03,BRL,1.900,429,"214,94","0,95","22,58%","175,00",0,"2,33","40,79%","408,38"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-22,BRL,2.769,574,"198,44","0,96","20,73%","195,03",0,"2,82","33,98%","549,48"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-07,BRL,2.165,479,"219,51","0,99","22,12%","295,99",0,"1,61","61,79%","475,23"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-22,BRL,6.550,1.664,"85,41","0,34","25,40%","1.002,87",0,"0,56","60,27%","559,41"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-28,BRL,4.321,941,"137,01","0,63","21,78%","395,62",0,"1,50","42,04%","592,04"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-12,BRL,5.776,1.490,"113,46","0,44","25,80%","623,97",0,"1,05","41,88%","655,36"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-23,BRL,3.792,899,"105,75","0,45","23,71%","408,10",0,"0,98","45,39%","401,00"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-24,BRL,3.807,876,"119,26","0,52","23,01%","347,00",0,"1,31","39,61%","454,03"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-05-04,BRL,438,87,"65,46","0,33","19,86%","51,50",0,"0,56","59,20%","28,67"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-03-26,BRL,1.033,234,"97,23","0,43","22,65%","148,00",0,"0,68","63,25%","100,44"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-13,BRL,6.929,677,"119,44","1,22","9,77%","282,67",0,"2,93","41,75%","827,60"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-13,BRL,1.405,146,"65,02","0,63","10,39%","67,50",0,"1,35","46,23%","91,35"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-15,BRL,1.582,150,"51,07","0,54","9,48%","64,00",0,"1,26","42,67%","80,80"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-19,BRL,1.432,136,"57,81","0,61","9,50%","49,00",0,"1,69","36,03%","82,78"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-05,BRL,2.940,225,"57,17","0,75","7,65%","44,00",0,"3,82","19,56%","168,09"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-03,BRL,1.656,112,"63,55","0,94","6,76%","20,00",0,"5,26","17,86%","105,24"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-06,BRL,1.471,118,"59,74","0,74","8,02%","48,00",0,"1,83","40,68%","87,88"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-27,BRL,2.389,213,"73,20","0,82","8,92%","74,00",0,"2,36","34,74%","174,87"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-04,BRL,3.498,350,"69,28","0,69","10,01%","161,82",0,"1,50","46,23%","242,35"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-07,BRL,3.163,363,"62,82","0,55","11,48%","185,67",0,"1,07","51,15%","198,69"
rac_trueview_for_reach_semana_gelato,2021-09-20,BRL,311.393,545,"7,11","4,06","0,18%","41,00",2,"54,01","0,04%","2214,57"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-02,BRL,1.734,209,"203,85","1,69","12,05%","75,00",0,"4,71","35,89%","353,48"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-15,BRL,832,79,"293,37","3,09","9,50%","41,00",0,"5,95","51,90%","244,08"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-17,BRL,1.164,113,"266,24","2,74","9,71%","40,00",0,"7,75","35,40%","309,90"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-28,BRL,2.479,325,"285,38","2,18","13,11%","106,00",0,"6,67","32,62%","707,46"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-31,BRL,1.021,113,"216,72","1,96","11,07%","39,00",0,"5,67","34,51%","221,27"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-08,BRL,1.304,129,"59,90","0,61","9,89%","46,00",0,"1,70","35,66%","78,11"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-13,BRL,2.096,182,"91,40","1,05","8,68%","66,00",0,"2,90","36,26%","191,57"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-20,BRL,3.771,306,"53,53","0,66","8,11%","116,00",0,"1,74","37,91%","201,88"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-20,BRL,900,102,"329,37","2,91","11,33%","54,00",0,"5,49","52,94%","296,43"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-26,BRL,974,84,"298,06","3,46","8,62%","17,84",0,"16,28","21,23%","290,31"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-05-14,BRL,531,64,"177,82","1,48","12,05%","13,00",0,"7,26","20,31%","94,42"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-07,BRL,3.732,448,"348,74","2,91","12,00%","120,00",0,"10,85","26,79%","1301,50"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-19,BRL,1.514,183,"304,59","2,52","12,09%","69,00",0,"6,68","37,70%","461,15"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-27,BRL,3.023,382,"298,44","2,36","12,64%","122,00",0,"7,39","31,94%","902,17"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-30,BRL,1.098,122,"188,21","1,69","11,11%","48,00",0,"4,31","39,34%","206,65"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-05,BRL,6.715,583,"101,58","1,17","8,68%","170,50",0,"4,00","29,25%","682,13"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-16,BRL,4.448,352,"111,78","1,41","7,91%","98,00",0,"5,07","27,84%","497,19"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-18,BRL,4.594,320,"97,37","1,40","6,97%","101,00",0,"4,43","31,56%","447,30"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-24,BRL,1.322,129,"75,04","0,77","9,76%","63,00",0,"1,57","48,84%","99,20"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-04,BRL,1.901,126,"48,94","0,74","6,63%","36,00",0,"2,58","28,57%","93,04"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-06,BRL,3.784,306,"85,71","1,06","8,09%","62,00",0,"5,23","20,26%","324,34"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-15,BRL,2.795,277,"112,55","1,14","9,91%","82,33",0,"3,82","29,72%","314,57"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-27,BRL,2.997,251,"46,36","0,55","8,38%","104,90",0,"1,32","41,79%","138,94"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-05-07,BRL,506,41,"312,19","3,85","8,10%","22,00",0,"7,18","53,66%","157,97"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-04,BRL,4.870,362,"89,70","1,21","7,43%","105,00",0,"4,16","29,01%","436,86"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-10,BRL,6.181,426,"110,23","1,60","6,89%","101,50",0,"6,71","23,83%","681,34"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-27,BRL,1.371,132,"51,90","0,54","9,63%","52,33",0,"1,36","39,65%","71,16"
rac_trueview_for_reach_semana_gelato,2021-09-25,BRL,326.634,700,"6,50","3,03","0,21%","15,00",0,"141,50","0,02%","2122,43"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-16,BRL,3.602,349,"103,40","1,07","9,69%","96,58",0,"3,86","27,67%","372,46"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-29,BRL,2.251,146,"130,88","2,02","6,49%","16,50",0,"17,86","11,30%","294,62"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-26,BRL,2.785,250,"66,75","0,74","8,98%","72,83",0,"2,55","29,13%","185,90"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-12,BRL,6.146,529,"41,19","0,48","8,61%","285,50",0,"0,89","53,97%","253,15"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-19,BRL,5.538,525,"58,30","0,62","9,48%","217,00",0,"1,49","41,33%","322,89"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-13,BRL,874,86,"260,15","2,64","9,84%","44,00",0,"5,17","51,16%","227,37"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-16,BRL,928,101,"260,60","2,39","10,88%","44,00",0,"5,50","43,56%","241,84"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-18,BRL,786,119,"476,54","3,15","15,14%","63,00",0,"5,95","52,94%","374,56"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-05-22,BRL,701,96,"148,26","1,08","13,69%","46,00",0,"2,26","47,92%","103,93"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-18,BRL,1.045,104,"252,17","2,53","9,95%","39,00",0,"6,76","37,50%","263,52"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-20,BRL,5.531,450,"118,42","1,46","8,14%","152,00",0,"4,31","33,78%","654,96"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-24,BRL,2.006,199,"66,20","0,67","9,92%","78,00",0,"1,70","39,20%","132,79"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-07,BRL,2.643,234,"56,37","0,64","8,85%","95,57",0,"1,56","40,84%","148,98"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-08,BRL,2.033,227,"54,16","0,49","11,17%","87,25",0,"1,26","38,44%","110,11"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-25,BRL,1.853,218,"490,98","4,17","11,76%","98,00",0,"9,28","44,95%","909,78"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-05-08,BRL,710,58,"281,69","3,45","8,17%","34,50",0,"5,80","59,48%","200,00"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-05-10,BRL,419,43,"218,35","2,13","10,26%","23,00",0,"3,98","53,49%","91,49"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-01,BRL,1.409,137,"238,65","2,45","9,72%","0,00",0, --,"0,00%","336,26"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-03,BRL,1.662,173,"267,92","2,57","10,41%","47,00",0,"9,47","27,17%","445,28"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-05-31,BRL,1.547,279,"104,00","0,58","18,03%","154,00",0,"1,04","55,20%","160,89"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-10,BRL,3.873,383,"110,27","1,12","9,89%","199,50",0,"2,14","52,09%","427,08"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-05,BRL,2.012,393,"128,98","0,66","19,53%","164,33",0,"1,58","41,82%","259,50"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-16,BRL,4.198,872,"211,35","1,02","20,77%","341,97",0,"2,59","39,22%","887,24"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-30,BRL,3.942,854,"253,43","1,17","21,66%","347,71",0,"2,87","40,72%","999,02"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-31,BRL,3.165,713,"236,97","1,05","22,53%","294,17",0,"2,55","41,26%","750,00"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-05,BRL,2.176,441,"245,32","1,21","20,27%","234,00",0,"2,28","53,06%","533,81"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-09,BRL,2.120,468,"111,30","0,50","22,08%","229,69",0,"1,03","49,08%","235,96"
