Dia
1 de Março de 2021 - 31 de Outubro de 2021
Campanha,Dia,Código da moeda,Impr.,Cliques,CPM médio,CPC médio,CTR,Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,Custo
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-04,BRL,1.828,186,"73,03","0,72","10,18%","81,00",0,"1,65","43,55%","133,50"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-12,BRL,1.442,130,"53,72","0,60","9,02%","46,00",0,"1,68","35,38%","77,47"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-17,BRL,2.004,188,"54,66","0,58","9,38%","65,00",0,"1,69","34,57%","109,53"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-23,BRL,1.467,143,"57,92","0,59","9,75%","42,00",0,"2,02","29,37%","84,97"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-02,BRL,2.198,164,"80,70","1,08","7,46%","75,00",0,"2,36","45,73%","177,37"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-12,BRL,2.486,207,"83,93","1,01","8,33%","72,00",0,"2,90","34,78%","208,64"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-04-08,BRL,895,90,"181,44","1,80","10,06%","27,00",0,"6,01","30,00%","162,39"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-04,BRL,1.680,206,"297,63","2,43","12,26%","35,00",0,"14,29","16,99%","500,01"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-26,BRL,793,77,"270,91","2,79","9,71%","20,00",0,"10,74","25,97%","214,83"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-09,BRL,6.401,486,"120,01","1,58","7,59%","151,00",0,"5,09","31,07%","768,19"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-21,BRL,4.343,309,"106,44","1,50","7,11%","73,83",0,"6,26","23,89%","462,26"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-06-25,BRL,1.954,147,"70,17","0,93","7,52%","49,00",0,"2,80","33,33%","137,11"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-03,BRL,1.863,182,"73,30","0,75","9,77%","67,00",0,"2,04","36,81%","136,56"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-09,BRL,1.550,160,"66,20","0,64","10,32%","56,70",0,"1,81","35,44%","102,61"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-07-16,BRL,1.989,194,"74,29","0,76","9,75%","75,00",0,"1,97","38,66%","147,76"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-10-17,BRL,3.568,363,"100,78","0,99","10,17%","103,00",0,"3,49","28,37%","359,59"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-09,BRL,1.473,133,"48,49","0,54","9,03%","39,31",0,"1,82","29,56%","71,42"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-08-25,BRL,3.109,262,"64,50","0,77","8,43%","102,00",0,"1,97","38,93%","200,53"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-09-15,BRL,3.600,327,"64,49","0,71","9,08%","64,00",0,"3,63","19,57%","232,18"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-05-12,BRL,528,57,"183,24","1,70","10,80%","26,50",0,"3,65","46,49%","96,75"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-05-28,BRL,747,86,"150,67","1,31","11,51%","42,00",0,"2,68","48,84%","112,55"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-11,BRL,1.586,159,"326,82","3,26","10,03%","43,00",0,"12,05","27,04%","518,34"
2021_perf_fundo_aon_mkt-places-delivery_search_delivery,2021-03-15,BRL,1.326,137,"274,99","2,66","10,33%","26,00",0,"14,02","18,98%","364,64"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-29,BRL,1.827,334,"107,61","0,59","18,28%","197,16",0,"1,00","59,03%","196,60"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-04,BRL,1.940,400,"148,80","0,72","20,62%","140,00",0,"2,06","35,00%","288,68"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-21,BRL,2.966,679,"140,46","0,61","22,89%","303,73",0,"1,37","44,73%","416,61"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-22,BRL,3.092,672,"119,64","0,55","21,73%","275,86",0,"1,34","41,05%","369,92"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-09,BRL,850,205,"34,88","0,14","24,12%","137,00",0,"0,22","66,83%","29,65"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-05,BRL,6.605,717,"119,81","1,10","10,86%","324,74",0,"2,44","45,29%","791,32"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-06,BRL,5.714,715,"142,04","1,14","12,51%","291,44",0,"2,78","40,76%","811,62"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-09,BRL,3.681,430,"126,94","1,09","11,68%","162,72",0,"2,87","37,84%","467,27"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-18,BRL,2.969,662,"146,18","0,66","22,30%","277,00",0,"1,57","41,84%","434,01"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-23,BRL,1.830,347,"181,53","0,96","18,96%","156,00",0,"2,13","44,96%","332,20"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-27,BRL,2.328,419,"87,79","0,49","18,00%","223,12",0,"0,92","53,25%","204,37"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-17,BRL,3.984,759,"222,40","1,17","19,05%","328,00",0,"2,70","43,21%","886,04"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-21,BRL,1.364,248,"19,99","0,11","18,18%","150,17",0,"0,18","60,55%","27,26"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-23,BRL,1.153,230,"42,19","0,21","19,95%","127,50",0,"0,38","55,43%","48,65"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-25,BRL,1.972,353,"36,23","0,20","17,90%","235,00",0,"0,30","66,57%","71,44"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-05-21,BRL,1.782,333,"69,83","0,37","18,69%","188,75",0,"0,66","56,68%","124,43"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-03-18,BRL,895,209,"51,94","0,22","23,35%","93,00",0,"0,50","44,50%","46,49"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-15,BRL,3.003,312,"123,35","1,19","10,39%","144,00",0,"2,57","46,15%","370,42"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-28,BRL,2.273,277,"109,97","0,90","12,19%","124,64",0,"2,01","45,00%","249,97"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-04,BRL,2.642,519,"153,61","0,78","19,64%","224,00",0,"1,81","43,16%","405,83"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-18,BRL,2.315,381,"165,17","1,00","16,46%","195,51",0,"1,96","51,31%","382,37"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-03,BRL,1.975,366,"115,30","0,62","18,53%","158,00",0,"1,44","43,17%","227,71"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-17,BRL,2.468,546,"176,07","0,80","22,12%","305,33",0,"1,42","55,92%","434,53"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-21,BRL,5.771,1.351,"104,29","0,45","23,41%","783,13",0,"0,77","57,97%","601,83"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-04,BRL,4.083,982,"151,59","0,63","24,05%","411,14",0,"1,51","41,87%","618,95"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-07,BRL,4.958,1.256,"97,91","0,39","25,33%","521,64",0,"0,93","41,53%","485,44"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-14,BRL,3.294,753,"134,26","0,59","22,86%","336,72",0,"1,31","44,72%","442,25"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-20,BRL,883,215,"40,79","0,17","24,35%","158,06",0,"0,23","73,52%","36,02"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-05-27,BRL,1.080,206,"41,95","0,22","19,07%","91,05",0,"0,50","44,20%","45,31"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-03-20,BRL,1.454,392,"58,78","0,22","26,96%","272,00",0,"0,31","69,39%","85,46"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-04,BRL,4.828,510,"104,91","0,99","10,56%","232,55",0,"2,18","45,60%","506,51"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-13,BRL,4.113,570,"157,88","1,14","13,86%","210,75",0,"3,08","36,97%","649,36"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-21,BRL,3.588,313,"110,11","1,26","8,72%","146,92",0,"2,69","46,94%","395,06"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-30,BRL,1.482,282,"145,38","0,76","19,03%","156,16",0,"1,38","55,38%","215,45"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-07,BRL,1.766,334,"126,10","0,67","18,91%","150,67",0,"1,48","45,11%","222,70"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-22,BRL,2.336,447,"107,93","0,56","19,14%","179,34",0,"1,41","40,12%","252,12"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-27,BRL,2.619,492,"167,03","0,89","18,79%","219,49",0,"1,99","44,61%","437,46"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-01,BRL,1.270,312,"97,72","0,40","24,57%","203,01",0,"0,61","65,07%","124,10"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-11,BRL,1.462,373,"44,08","0,17","25,51%","264,00",0,"0,24","70,78%","64,44"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-28,BRL,1.123,211,"44,67","0,24","18,79%","136,83",0,"0,37","64,85%","50,17"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-05-03,BRL,1.604,305,"83,53","0,44","19,01%","161,50",0,"0,83","52,95%","133,98"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-06-02,BRL,4.113,543,"115,58","0,88","13,20%","268,95",0,"1,77","49,53%","475,40"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-07-24,BRL,3.831,729,"107,26","0,56","19,03%","337,00",0,"1,22","46,23%","410,93"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-29,BRL,2.844,624,"143,56","0,65","21,94%","271,98",0,"1,50","43,59%","408,28"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-10-21,BRL,2.089,398,"200,64","1,05","19,05%","175,81",0,"2,38","44,17%","419,14"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-08-08,BRL,3.531,872,"135,51","0,55","24,70%","584,39",0,"0,82","67,02%","478,50"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-09-09,BRL,3.163,639,"146,93","0,73","20,20%","264,62",0,"1,76","41,41%","464,74"
2021_perf_fundo_aon_mkt-places-delivery_search_institucional,2021-04-22,BRL,875,183,"32,81","0,16","20,91%","109,61",0,"0,26","59,90%","28,71"
