,Faturamento Total,Dia,Alcance_facebook,Frequencia_facebook,Impressoes_facebook,Cliques_facebook,CTR_facebook,CPM_facebook,CPC_facebook,Resultados_facebook,CustoResult_facebook,Custo_facebook,Impressoes_google,Cliques_google,CTR_google,CPM_google,CPC_google,Conversões_google,TaxaConv_google,CustoConv_google,Custo_google
0,286657.31999999995,2021-04-08,12083,1.012745,12237,193,1.577184,9.74667,0.617979,64.0,1.86359375,119.27,899113,660,23.92,339.32,2.94,237.75,66.97,9.09,811.75
1,506971.62999999983,2021-04-09,13128,1.024147,13445,177,1.316475,14.599479,1.108983,69.0,2.8447826086957,196.29,973325,443,22.52,425.57,3.59,199.67,87.38,8.47,682.88
2,1117867.4400000002,2021-04-10,48737,1.015676,49501,945,1.909052,11.932082,0.625026,338.0,1.7474852071006,590.65,3418,530,30.78,456.41,3.29,237.01,86.31,8.42,770.4
3,1198845.3599999996,2021-04-11,51665,1.037956,53626,852,1.588782,9.762802,0.614484,281.0,1.8631316725979,523.54,3506,587,31.340000000000003,500.52,3.75,268.5,88.55000000000001,8.92,693.38
4,144902.85999999996,2021-04-12,13197,1.007653,13298,160,1.203188,6.588961,0.547625,50.0,1.7524,87.62,810092,757,32.26,422.37,3.42,300.86,70.46,11.11,614.22
5,148076.83000000007,2021-04-13,25817,1.047449,27042,202,0.746986,3.732712,0.499703,67.0,1.5065671641791,100.94,875086,267,26.51,467.67999999999995,3.89,127.0,97.02,7.890000000000001,452.75
6,178628.66999999995,2021-04-14,17108,1.040917,17808,217,1.218553,8.835916,0.725115,71.0,2.2161971830986,157.35,1553000,292,36.5,347.36,2.66,163.0,96.72,8.67,249.32
7,196590.07,2021-04-15,13264,1.015908,13475,179,1.328386,9.637106,0.725475,65.0,1.9978461538462,129.86,835942,933,31.16,546.8,4.26,388.71,92.62,8.82,1243.1
8,287995.22,2021-04-16,10392,1.040993,10818,169,1.562211,10.351266,0.662604,60.0,1.8663333333333,111.98,931123,778,32.56,365.83000000000004,2.88,273.0,77.39,6.9399999999999995,570.46
9,496431.1299999999,2021-04-17,8790,1.029238,9047,113,1.249033,12.934674,1.035575,43.0,2.7213953488372,117.02,943173,340,33.19,430.14,3.22,122.33,72.47999999999999,8.65,479.09000000000003
10,597492.0899999999,2021-04-18,28155,1.035198,29146,411,1.410142,7.845674,0.556375,126.0,1.8148412698413,228.67,787905,536,37.03,615.3,3.78,248.02,97.31,7.38,638.9
11,169387.51999999996,2021-04-19,27159,1.043116,28330,348,1.22838,9.018708,0.734195,98.0,2.6071428571429,255.5,760028,369,19.32,393.30999999999995,4.1,156.49,93.73,8.36,558.69
12,220265.24999999997,2021-04-20,42272,1.027394,43430,510,1.174303,8.550771,0.728157,175.0,2.1220571428571,371.36,902170,603,34.42,584.84,4.0200000000000005,276.87,97.41999999999999,7.98,850.79
13,528510.6899999997,2021-04-21,41023,1.056676,43348,645,1.487958,10.269909,0.690202,172.0,2.5882558139535,445.18,4531,783,30.45,490.35,3.67,358.12,82.86,9.559999999999999,1127.8
14,204304.4900000001,2021-04-22,49565,1.054898,52286,675,1.290977,10.843629,0.839956,188.0,3.0157978723404,566.97,774311,304,26.75,340.20000000000005,3.5300000000000002,184.0,99.05000000000001,11.11,298.77
15,356133.46,2021-04-23,63698,1.093394,69647,816,1.171623,13.29045,1.134363,226.0,4.0957522123894,925.64,4272,608,26.72,522.96,4.22,248.0,72.03999999999999,13.84,846.3900000000001
16,829062.7200000001,2021-04-24,105355,1.05303,110942,1298,1.169981,18.421518,1.574515,386.0,5.2946113989637,2043.72,5063,534,21.39,487.86,4.48,199.0,72.08000000000001,13.15,960.06
17,816774.1199999999,2021-04-25,136897,1.067182,146094,1776,1.215656,12.650485,1.040631,620.0,2.9809032258065,1848.16,5446,1024,34.19,587.94,4.6,467.97,90.85,10.219999999999999,1258.1599999999999
18,236856.03,2021-04-26,157153,1.044314,164117,1884,1.147962,11.638831,1.013869,551.0,3.4666606170599,1910.13,979153,85,33.54,419.06,3.95,496.79999999999995,58.53,17.580000000000002,913.8399999999999
19,254057.86000000013,2021-04-27,94587,1.08018,102171,1289,1.26161,14.877607,1.179255,383.0,3.9688250652742,1520.06,892087,278,27.310000000000002,375.96000000000004,3.7100000000000004,151.0,113.31,5.99,342.69
20,580895.4,2021-04-28,147293,1.07686,158614,1959,1.235074,15.870919,1.285018,570.0,4.4164035087719,2517.35,875872,421,27.56,559.85,4.99,192.23,83.22999999999999,13.48,670.5699999999999
21,277583.7500000001,2021-04-29,128773,1.04911,135097,1543,1.142142,18.363398,1.607803,417.0,5.9492565947242,2480.84,812605,797,20.79,442.22,4.35,361.24,90.92,9.56,1051.18
22,406041.1499999996,2021-04-30,202451,1.083284,219312,2298,1.047822,16.529237,1.577485,595.0,6.0925378151261,3625.06,949782,433,29.240000000000002,535.6800000000001,4.79,218.75,86.68,15.38,566.06
23,279927.01999999984,2021-05-03,75454,1.050044,79230,816,1.029913,9.856494,0.957022,231.0,3.3806493506494,780.93,796652,397,30.03,486.64,3.76,187.98,95.78999999999999,7.75,505.52
24,328274.49999999977,2021-05-04,56508,1.071193,60531,616,1.01766,11.770002,1.156575,174.0,4.0945402298851,712.45,356327,304,14.85,422.09,5.470000000000001,137.16,130.21,8.86,656.24
25,422419.1900000003,2021-05-07,22834,1.071516,24467,356,1.455021,13.21576,0.908287,120.0,2.6945833333333,323.35,508535,521,27.03,452.95,4.59,258.21000000000004,102.87,8.69,514.8
26,956877.88,2021-05-08,48470,1.088735,52771,668,1.265847,16.07038,1.269536,192.0,4.4169270833333,848.05,713838,894,29.950000000000003,410.75,4.04,389.05,101.88999999999999,7.199999999999999,695.3399999999999
27,870009.3900000004,2021-05-09,84923,1.056769,89744,735,0.818996,8.41527,1.02751,230.0,3.2835652173913,755.22,526478,896,38.599999999999994,619.44,3.42,327.29,87.7,7.67,1182.41
28,260073.58000000005,2021-05-10,8281,1.01751,8426,91,1.079991,6.113221,0.566044,20.0,2.5755,51.51,1344000,222,29.61,272.36,2.41,135.32999999999998,116.25,4.42,141.45
29,307585.78,2021-05-11,12832,1.015976,13037,130,0.997162,6.379535,0.639769,55.0,1.5121818181818,83.17,497736,410,28.72,298.78,2.0500000000000003,179.44,87.53999999999999,4.68,396.24
30,254365.04000000004,2021-05-12,11335,1.0,11335,102,0.899868,7.540362,0.837941,34.0,2.5138235294118,85.47,530089,455,29.85,383.88,2.75,202.31,90.66,6.029999999999999,515.89
31,264418.28,2021-05-13,13859,1.037882,14384,117,0.813404,6.613598,0.813077,47.0,2.0240425531915,95.13,473918,384,24.380000000000003,331.08000000000004,2.6799999999999997,138.0,72.34,7.4,467.53999999999996
32,411817.55,2021-05-14,27486,1.019246,28015,322,1.149384,8.916295,0.775745,96.0,2.6019791666667,249.79,534329,787,33.769999999999996,289.33,1.99,326.38,63.650000000000006,8.44,465.65000000000003
33,843937.8699999999,2021-05-15,33760,1.008916,34061,372,1.092158,13.27941,1.215887,107.0,4.2271962616822,452.31,1509000,270,34.67,262.23,1.69,138.0,94.6,4.25,184.74
34,799764.5000000001,2021-05-16,43681,1.013049,44251,438,0.989808,9.611308,0.971027,158.0,2.691835443038,425.31,900642,616,33.61,250.74,1.51,247.3,79.69,3.79,431.65999999999997
35,263826.3999999998,2021-05-17,7782,1.024415,7972,66,0.827898,7.643001,0.923182,29.0,2.1010344827586,60.93,586025,485,33.58,249.28,1.63,271.15999999999997,104.51,3.29,275.49
36,275690.27,2021-05-18,11160,1.02491,11438,119,1.040392,7.577374,0.728319,53.0,1.6352830188679,86.67,541442,486,28.439999999999998,224.42000000000002,1.8800000000000001,345.17,117.35,4.14,217.05
37,327352.85000000003,2021-05-19,10141,1.028202,10427,129,1.237173,8.590199,0.694341,45.0,1.9904444444444,89.57,537902,424,32.480000000000004,278.48,1.7999999999999998,167.97,72.94999999999999,5.27,292.03
38,350952.0299999998,2021-05-20,10828,1.024012,11088,122,1.100289,8.195346,0.744836,45.0,2.0193333333333,90.87,1264000,209,32.6,234.87,1.63,31.0,41.33,7.451359832635984,145.21
39,497991.01,2021-05-21,31433,1.036681,32586,438,1.344136,11.051679,0.822215,136.0,2.6480147058824,360.13,606835,640,34.18,299.45,1.79,285.0,90.35,3.95,508.98
40,785898.5399999996,2021-05-22,48528,1.055782,51235,656,1.280375,11.249536,0.878613,231.0,2.4951082251082,576.37,703774,638,33.23,280.63,1.7600000000000002,267.48,88.78,3.92,471.12
41,746525.97,2021-05-23,58720,1.028031,60366,685,1.134745,9.244939,0.814715,228.0,2.4477192982456,558.08,966605,586,32.04,219.2,1.38,300.61,106.75999999999999,2.5700000000000003,359.5
42,258404.94999999995,2021-05-24,5278,1.008905,5325,35,0.657277,10.6723,1.623714,31.0,1.8332258064516,56.83,564066,734,35.74,281.09000000000003,1.6600000000000001,304.26,76.88,4.4799999999999995,480.95
43,287097.6,2021-05-25,10680,1.014232,10832,93,0.858567,8.141617,0.94828,49.0,1.7997959183673,88.19,599631,596,31.980000000000004,336.02,2.16,353.48,92.62,5.619999999999999,590.6899999999999
44,309574.3199999999,2021-05-26,10512,1.004852,10563,128,1.211777,8.348954,0.688984,42.0,2.0997619047619,88.19,1347000,226,32.7,205.60000000000002,1.48,161.79000000000002,133.18,2.73,128.48
45,335514.31999999983,2021-05-27,11564,1.001384,11580,119,1.027634,7.915371,0.770252,43.0,2.1316279069767,91.66,540165,556,36.43,397.37,2.23,332.99,109.84,4.2,570.9200000000001
46,512296.63,2021-05-28,34944,1.033282,36107,466,1.290608,11.915972,0.923283,162.0,2.6558641975309,430.25,750531,958,36.21,286.17999999999995,1.86,626.39,115.86,3.5,591.05
47,936129.5599999996,2021-05-29,66319,1.089537,72257,933,1.291224,13.489627,1.044716,317.0,3.0748264984227,974.72,887501,771,27.69,194.55,1.42,355.15999999999997,105.86,2.66,452.67
48,736833.0599999997,2021-05-30,82672,1.025644,84792,923,1.088546,10.667162,0.979946,323.0,2.8002786377709,904.49,4024,709,31.869999999999997,300.28999999999996,1.8399999999999999,291.90999999999997,89.69,4.23,693.55
49,256633.35000000003,2021-05-31,7914,1.022113,8089,77,0.95191,7.168995,0.753117,28.0,2.0710714285714,57.99,609300,480,29.36,224.07999999999998,1.62,247.77,81.75,5.1,311.48
50,322128.86,2021-06-01,13676,1.046578,14313,156,1.089918,6.137777,0.563141,63.0,1.3944444444444,87.85,8593,1178,28.12,229.07,2.57,372.97,53.73,12.85,987.44
51,407914.02,2021-06-02,26640,1.038701,27671,322,1.163673,9.496585,0.816087,94.0,2.7955319148936,262.78,7390,686,24.61,208.8,2.19,308.15999999999997,90.56,6.07,759.51
52,797499.5399999999,2021-06-03,99896,1.105039,110389,1352,1.22476,10.370508,0.846738,418.0,2.7387320574163,1144.79,6592,667,29.090000000000003,214.49,1.89,199.0,59.92,6.3999999999999995,692.47
53,622770.71,2021-06-04,110671,1.058353,117129,1082,0.923768,9.251765,1.001525,329.0,3.2937689969605,1083.65,8385,1192,31.04,219.17000000000002,1.76,584.36,86.76,5.11,891.9300000000001
54,947528.9600000004,2021-06-05,117895,1.05147,123963,1220,0.984165,9.392238,0.954336,376.0,3.0965159574468,1164.29,8449,883,25.98,172.20999999999998,1.5799999999999998,348.27,88.50999999999999,4.6899999999999995,804.6
55,856690.2100000001,2021-06-06,111982,1.064626,119219,1248,1.046813,8.432465,0.805537,423.0,2.3766193853428,1005.31,8440,1039,28.759999999999998,232.89999999999998,1.78,476.14,89.37,4.57,906.29
56,256269.23,2021-06-07,57058,1.102019,62879,605,0.962165,8.193992,0.85162,207.0,2.4890338164251,515.23,6778,824,27.01,232.61,1.85,328.5,77.41999999999999,4.9399999999999995,732.5899999999999
57,283292.1099999999,2021-06-08,89731,1.04908,94135,925,0.982631,9.065279,0.922551,313.0,2.7263897763578,853.36,6664,711,24.299999999999997,247.82,2.19,275.53,73.88,6.37,751.1800000000001
58,362684.75999999983,2021-06-09,72480,1.071109,77634,851,1.096169,11.641678,1.062033,219.0,4.1268949771689,903.79,8167,820,26.5,246.11,2.25,301.66999999999996,76.18,6.57,990.8900000000001
59,338419.77,2021-06-10,74048,1.045403,77410,798,1.030875,11.59398,1.124674,237.0,3.7868776371308,897.49,7685,786,30.830000000000002,168.74,1.84,340.51,90.22,7.08,769.34
60,459282.2600000002,2021-06-11,46888,1.033057,48438,468,0.966184,10.65589,1.102885,132.0,3.9102272727273,516.15,10156,408,31.650000000000002,271.99,2.2600000000000002,611.51,75.56,6.57,1358.65
