# ----------------------------------------
# Todos os dados do website
# Tik Tok Relatório 
# 20210901-20210930
# ----------------------------------------

Campanha,Data,Sessões,/delivery - Soma 'Peça Agora'(14) e 'Veja o Cardápio Completo'(12) (Conclusões da meta 13),Usuários
conversao_principales,20210924,31,3,29
conversao_principales,20210929,28,1,28
conversao_principales,20210923,25,0,24
conversao_principales,20210926,25,5,24
conversao_principales,20210930,25,3,24
conversao_principales,20210928,22,2,23
conversao_principales,20210927,21,0,21
conversao_principales,20210921,20,1,20
conversao_principales,20210925,18,1,18
conversao_principales,20210907,16,2,14
conversao_principales,20210909,16,1,16
conversao_principales,20210908,15,2,15
conversao_principales,20210922,15,2,16
trafego_site_leva_junto_uma_viagem,20210901,14,2,14
conversao_principales,20210914,13,1,13
conversao_principales,20210918,13,5,13
conversao_principales,20210917,12,0,9
conversao_principales,20210920,12,0,12
conversao_principales,20210913,11,0,11
conversao_principales,20210910,10,0,10
conversao_principales,20210912,10,2,10
trafego_site_leva_junto_uma_viagem,20210902,10,1,10
conversao_principales,20210911,9,1,9
conversao_principales,20210906,8,2,8
conversao_principales,20210919,8,4,8
conversao_principales,20210905,7,1,8
conversao_principales,20210916,7,2,7
conversao_principales,20210904,6,0,6
conversao_principales,20210915,4,0,4
trafego_site_leva_junto_uma_viagem,20210903,2,0,2
conversao_principales,20210903,1,0,1
,,434,44,427

Índice do dia,Sessões
01/09/2021,14
02/09/2021,10
03/09/2021,3
04/09/2021,6
05/09/2021,7
06/09/2021,8
07/09/2021,16
08/09/2021,15
09/09/2021,16
10/09/2021,10
11/09/2021,9
12/09/2021,10
13/09/2021,11
14/09/2021,13
15/09/2021,4
16/09/2021,7
17/09/2021,12
18/09/2021,13
19/09/2021,8
20/09/2021,12
21/09/2021,20
22/09/2021,15
23/09/2021,25
24/09/2021,31
25/09/2021,18
26/09/2021,25
27/09/2021,21
28/09/2021,22
29/09/2021,28
30/09/2021,25
,434
